Step,Boid,x,y,xy,yv
123,1,-20.040425607936058,37.21589369819931,1.4270331140974297,1.4012767361479288

123,2,19.014198730871705,-5.3569868731572585,-0.06825957056242082,-0.13423274364873694

123,3,-30.27237945291726,-50.265102494954704,-1.8205861881218302,0.8279286995992007

123,4,-46.77424867847593,-55.47470121726897,-0.19690474262238977,1.75349909314622

123,5,-43.724511190165614,-46.39469917306945,-1.982666679370425,-0.2627410103395584

123,6,-56.275386085398296,-6.927054303858213,1.961826963201471,-0.3888894013157137

123,7,-56.15097883045005,-47.0368331298589,-0.9816991044073404,1.742488699649391

123,8,-57.01968962697683,-50.796312056777026,-1.0670693909187927,1.6915563587903883

123,9,-50.78991912753141,-55.97630430599184,-0.9062247592285979,-1.347264117724651

123,10,42.478316333572074,-44.80634462924946,-0.8627431912470801,-1.8043486874650376

123,11,-44.698283081578204,-53.927826021490176,0.5466820909999031,1.826221908539088

123,12,-51.14536099506099,-45.5809325950867,-1.3732839775796153,1.4539914432083534

123,13,-48.68597511955286,-46.7213865681652,-0.8248100131493926,-1.8220012190469304

123,14,16.311128645895774,-0.5118396347440883,-0.6264219543593588,-1.8993671406804427

123,15,-43.44799194222178,-40.42745386322845,-0.20915921018012365,-1.989033037633319

123,16,-55.975067188241866,-43.55362972760207,-1.142321459221827,-1.641676485730765

123,17,-4.939662633015356,-57.952259629713666,0.4816483334303894,1.941137522924053

123,18,-37.659457637102605,-48.36199995736975,0.37497658799896844,1.9645336745529844

123,19,-55.66206644780649,-51.652557691261805,-0.1641769816117737,0.3114612351017173

123,20,-49.043918964294825,-29.823346159846068,-0.7894288640969057,-1.8376077025662116

123,21,-53.713852030793824,-10.705235208924098,-0.5666554769008213,-1.9180462899779824

123,22,-52.843551731931846,-50.66297396031786,-0.29055932332214174,1.9787812611884565

123,23,-32.256509715428464,40.41432935093364,1.1189992962253335,1.3340338695644165

123,24,-53.22889269894247,-49.36465823611518,-0.7259189130135353,1.8636098657522842

123,25,-15.458956354057985,-53.307695653833136,-0.9046369832150786,-1.7837129613812648

123,26,48.286202129133684,-32.556115890969096,0.46551623070606585,-1.945069314690152

123,27,-49.9835762536078,-24.8478921676259,1.0841257399464914,-1.6022541623939504

123,28,-34.229894604886695,-41.54154570014057,-1.999505401620044,0.04447638578241822

123,29,-50.975190820272445,-41.499828213666156,-0.8649193452452506,-0.9977635497804783

123,30,-47.27152294329329,-54.290933408446854,0.10129036365389245,1.9087485898504934

123,31,-41.91238439916221,-47.771553269013395,0.2964521602875274,1.7887390942100223

123,32,-48.203684338295844,-54.383558351883345,-0.9405795966896816,-0.21019415745277517

123,33,-19.05584397570878,-57.31772129063218,-1.6072424434028945,-1.1902822052455857

123,34,13.921036733104511,-6.354633467077461,-0.9938181358795397,-1.7356052295372117

123,35,20.020430825732543,-0.3135518469369061,-1.0983808251035139,-1.6713944965342336

123,36,41.90453830216971,-32.88741873733865,-0.3069714224162472,-1.9763017345081053

123,37,35.71311882249576,-43.002511334725895,-0.7554913392109394,-0.13052681638669028

123,38,-57.13573611538409,-45.79331605413462,0.6886938617231376,1.859690866544064

123,39,-34.346191652952704,25.800323035168844,1.569941380913036,0.5062209246137744

123,40,-45.8766242007489,-36.49547416423973,-0.6831992743084045,-1.8796911319640974

123,41,-45.26732005476387,-47.93040475869029,-1.0477201525846618,-1.703608664531844

123,42,-33.455390784480144,31.511881833665647,1.4351165598727622,1.39299693451887

123,43,-30.902639592264606,-55.722640709901896,-1.9803385957579138,0.2797481834642971

123,44,-48.71281609705178,-52.49380485401326,-1.2588171263748087,-1.4542609492508474

123,45,-34.11181689569,-18.355639070445736,-1.5197853916209005,-1.3000970592289278

123,46,-58.09865476034373,-56.96470597135704,2.8169603221356363,1.4199238134063294

123,47,53.41701438979407,38.19665785375435,1.6589506017730513,-1.117086792007152

123,48,-23.154132039245017,33.1521356338614,1.8331033632764366,0.7998325196843508

123,49,51.83525148060966,-36.227784652880885,-1.3399227181965214,1.1833914630342286

123,50,-49.66300666065317,-52.849259325050966,-1.6696065379801044,-1.1010967297808538

123,51,-57.15816380632986,-51.62124167651902,1.7117777382420298,1.034319570954258

123,52,-54.51314165416996,-50.01622480536034,0.7979278648790838,1.311444995697439

123,53,-49.72247877389363,-50.634577640237296,-1.9363374163865221,-0.500597053428771

123,54,-51.94451555211577,-45.709990621795704,-1.9058855376554655,-0.43075842639339973

123,55,40.23730013011865,-38.27424569452614,-0.8829049208521736,-1.7945692800042623

123,56,-38.74913747317723,-58.10822732663228,-1.9523216368082077,0.8681940484719323

123,57,-26.75516148547982,38.04876291744198,0.02290378998116091,-0.05443794961748791

123,58,-44.31128353926395,-47.363804771709,-0.6036957933950595,1.9067121935512739

123,59,-33.09474931522834,47.40393575665909,0.735163781223997,1.29326578908169

123,60,-10.381533244966512,-57.49197144765837,-1.6718146353082777,-1.0977412378010818

123,61,58.579094828456675,-32.56312407980618,3.999830451463535,-0.018414393453313877

123,62,-54.2304938180024,-53.63029084961325,-1.0615615568801455,-1.4615315135079547

123,63,43.23697976586669,-28.119156523432462,-0.1901685357966598,-1.99093845409469

123,64,45.120553634643855,-40.20313105830422,-0.19731743454669634,-1.7083025255928994

123,65,-41.894973949544315,11.273425088586261,1.8684075018867428,0.5441998213765099

123,66,-25.24132107245924,24.19383601096425,0.21296762689632678,0.03565545288718647

123,67,-7.188485377740269,-48.17393239124961,-1.6745111193834854,-1.093623569177744

123,68,-25.536844699257767,-49.84477524771926,-1.9540598295971499,-0.4262043903513411

123,69,-48.27101931303477,-45.88853965193731,-1.9999722566677989,0.010534351385449494

123,70,-53.150298265758714,-58.80652286816783,-1.462314663741073,2.728835520296401

123,71,-51.39294997875185,-36.79581205508951,-0.9777317029438575,-1.7447179477091717

123,72,-58.97991533823327,-51.25683841281511,2.739042573822366,-1.3977848839124265

123,73,-49.82038098742109,-59.492386213613855,0.05075056696555742,3.9987119826027353

123,74,-54.66478407355467,-49.40182029840018,-1.1089797344414223,-1.4466946056562693

123,75,-43.432695888874484,-44.18542014721707,-1.6093572888520886,-1.187421204467334

123,76,-50.64050651275953,-57.94773704996985,-1.0785157356716033,-1.3924965929173012

123,77,-45.06877536910787,-51.437685475259215,0.350263392273987,1.9690900324852385

123,78,-49.50043405101368,-54.857724535586506,-1.0463260311517142,-0.886897617551249

123,79,-47.936324616020904,5.208925823278328,1.2198248749897425,-0.8646418950618686

123,80,-44.81192895412454,-55.83045688789711,-1.5695553430068507,0.2526757000271777

123,81,-56.01095803931566,-19.591336767836978,-0.047070309539551825,-1.930735345933318

123,82,-57.65377689342675,-47.92487144719468,-0.2435894026054774,-1.6704871726405497

123,83,-41.84824226531176,-51.259285896008244,-0.9014076133255742,0.7527290791879602

123,84,-54.703748093626004,-50.064720436889615,-0.8740943770228848,-1.5897080311588707

123,85,-39.61227928448841,-42.47000325694279,-1.404127916627081,-1.4242277885747396

123,86,-50.76826142083651,-48.10741703262984,-0.6324928344994457,-1.8973541615383398

123,87,-39.293002583399605,-44.100234425339515,-1.7658788907500138,0.9389737713075378

123,88,-50.58517145561299,-54.93948090759337,0.8075176246966351,1.0084318919150668

123,89,-40.1157659023064,-32.78716066272499,-0.049528029540753395,-1.9993866495227506

123,90,-50.541270995046744,-7.571089923424834,0.16597802366634562,-1.9931009246046258

123,91,-53.92895847283214,-56.405905485315266,-0.04282817077842467,-1.314412823597293

123,92,-52.308932584438345,-14.494077665394435,0.7088394257937034,-1.8701728980071477

123,93,-50.68087083838215,-50.8347318573327,-1.4145197044349078,1.4139073540247893

123,94,54.28599285024939,31.654437284243535,1.3079038497754425,-1.214291505234635

123,95,-37.01203931551702,-52.99960322726792,-1.987055001814546,-0.22718366966794398

123,96,-54.36913648886403,-54.31280914665489,-1.7933221309634297,0.8854353362029227

123,97,-51.73559649236411,-56.68300887957088,-0.34650189891763317,-1.033994418645017

123,98,-48.203335100085724,-51.146879556227915,-1.8723555338690128,-0.7030538775869767

123,99,-26.96829503424136,32.175752532091586,1.91398838848852,0.5802141404094845

